councilors,voted_proportion,votes,year,municipality_code,party,municipality,main_party,region
0,4.58,517,2011,8263,PIPV,Sant Vicenç dels Horts,Others,Barcelona
3,48.39,210,2015,17035,CiU,Camós,CIU,Girona
0,12.7,8,2011,25222,IT-AM,Tiurana,ERC,Lleida
0,2.03,21,2015,17148,IdR-PSC-CP,Riudarenes,PSC,Girona
1,5.72,527,2019,17160,MESUPMcat,Sant Feliu de Guíxols,Others,Girona
2,18.83,338,2011,17049,CiU,Celrà,CIU,Girona
6,46.08,623,2007,8016,PSC-PM,Bagà,PSC,Barcelona
6,31.69,1908,2015,8107,PSC-CP,Lliçà d'Amunt,PSC,Barcelona
1,7.02,347,2015,8072,PP,Corbera de Llobregat,PP,Barcelona
0,1.97,3,2003,25129,PP,Llobera,PP,Lleida
1,8.53,265,2003,43044,ERC-AM,Sénia,ERC,Tarragona
2,11.26,1060,2003,8147,EO-ICV-EPM,Olesa de Montserrat,Podem,Barcelona
4,30.39,362,2019,43166,ERC-AM,Vilallonga del Camp,ERC,Tarragona
2,10.43,468,2015,8230,PP,Premià de Dalt,PP,Barcelona
0,3.26,246,2015,43905,ICV-EUiA-E,Salou,Podem,Tarragona
0,3.07,2290,2011,8187,CUP-PA,Sabadell,CUP,Barcelona
3,28.54,399,2007,25029,CIU,Arbeca,CIU,Lleida
0,1.29,176,2015,8252,ERA CIUDADANA,Barberà del Vallès,CIU,Barcelona
0,9.64,33,2019,25077,CxCN-CP,Coll de Nargó,PSC,Lleida
1,8.92,121,2011,8233,CiU,Sant Pere de Torelló,CIU,Barcelona
4,54.51,284,2007,17050,ESQUERRA-AM,Cervià de Ter,ERC,Girona
0,2.58,96,2019,8020,A.R.A.B.,Begues,Others,Barcelona
2,45.79,49,2011,25221,CiU,Tírvia,CIU,Lleida
3,23.5,487,2019,43054,JxCAT - JUNTS,Espluga de Francolí,JxC,Tarragona
6,58.86,382,2011,25254,PSC-PM,Vilanova de la Barca,PSC,Lleida
2,12.55,1774,2003,8180,CIU,Ripollet,CIU,Barcelona
1,12.02,31,2015,25142,PP,Montoliu de Lleida,PP,Lleida
6,47.52,641,2003,8064,CIU,Castellterçol,CIU,Barcelona
7,91.05,295,2015,17026,CiU,Borrassà,CIU,Girona
3,12.17,2513,2003,8211,PP,Sant Feliu de Llobregat,PP,Barcelona
0,1.95,3,2015,8139,CiU,Mura,CIU,Barcelona
3,31.71,469,2019,43139,JXCAT-JUNTS,Santa Coloma de Queralt,JxC,Tarragona
7,28.87,2777,2011,8231,PSC-PM,Sant Pere de Ribes,PSC,Barcelona
0,0.87,1,2015,43154,CP,Torroja del Priorat,PSC,Tarragona
1,8.09,539,2015,25040,C's,Balaguer,Ciutadans,Lleida
1,10.67,475,2015,8250,ICV-EUiA-E,Santa Margarida de Montbui,Podem,Barcelona
2,7.41,4870,2007,8279,ESQUERRA-AM,Terrassa,ERC,Barcelona
3,42.65,267,2019,8206,SC-PM-CP,Sant Cugat Sesgarrigues,PSC,Barcelona
2,8.69,2023,2007,8184,CIU,Rubí,CIU,Barcelona
1,36.59,30,2015,8253,CiU,Santa Maria de Besora,CIU,Barcelona
7,94.26,230,2019,17064,CE - AM,Espolla,ERC,Girona
2,15.35,199,2019,43111,C.POBLA,Pobla de Montornès,Others,Tarragona
5,63.22,55,2003,25075,CIU,Clariana de Cardener,CIU,Lleida
0,6.94,49,2019,8028,PODEMOS,Cabrera d'Anoia,Podem,Barcelona
7,67.05,468,2003,25115,CIU,Isona i Conca Dellà,CIU,Lleida
5,33.6,877,2011,8281,GT,Teià,Others,Barcelona
1,24.65,53,2003,25098,IGC-PM,Gavet de la Conca,PSC,Lleida
2,17.68,688,2015,8214,CiU,Vilassar de Dalt,CIU,Barcelona
1,11.39,557,2019,8120,CUP-AMUNT,Matadepera,ERC,Barcelona
1,39.05,41,2007,25136,COMU,Molsosa,Podem,Lleida
0,10.2,10,2003,43017,IPA-FIC,Argentera,Podem,Tarragona
3,28.73,239,2003,25223,IT,Torà,Others,Lleida
0,1.32,80,2015,17152,R-E,Roses,Others,Girona
0,2.99,144,2019,8003,PP,Alella,PP,Barcelona
6,48.71,1074,2003,43054,CIU,Espluga de Francolí,CIU,Tarragona
3,37.38,114,2011,8079,CiU,Estany,CIU,Barcelona
0,3.82,75,2011,8182,PP,Pont de Vilomara i Rocafort,PP,Barcelona
3,28.62,178,2011,43048,CiU,Corbera d'Ebre,CIU,Tarragona
0,7.4,175,2003,25050,PSC-CPC-PM,Bellpuig,PSC,Lleida
1,12.67,47,2011,17166,PM,Sant Jordi Desvalls,Others,Girona
3,39.16,195,2011,25185,ERC-AM,Ribera d'Urgellet,ERC,Lleida
2,15.62,339,2003,43902,ERC-AM,Sant Jaume d'Enveja,ERC,Tarragona
5,50.67,338,2007,43128,PSC-PM,Riudecols,PSC,Tarragona
0,1.01,9,2007,8066,PP,Castellví de Rosanes,PP,Barcelona
0,2.78,3,2007,25196,PP,Sant Esteve de la Sarga,PP,Lleida
0,0.99,2,2011,8276,PP,Tagamanent,PP,Barcelona
3,32.35,132,2011,17040,IpC-AM,Canet d'Adri,ERC,Girona
6,54.86,655,2007,8037,ESQUERRA-AM,Calldetenes,ERC,Barcelona
0,4.77,3938,2007,8101,ESQUERRA-AM,Hospitalet de Llobregat,ERC,Barcelona
2,31.92,68,2015,25190,CiU-ISP,Salàs de Pallars,Others,Lleida
1,20.08,53,2007,8306,CIU,Vilalba Sasserra,CIU,Barcelona
0,2.93,141,2019,8135,Cs,Montmeló,Ciutadans,Barcelona
9,92.41,560,2015,17208,CiU,Vall de Bianya,CIU,Girona
0,3.17,113,2007,17048,ARENCA,Castell-Platja d'Aro,Others,Girona
5,23.87,1166,2019,43051,PSC-CP,Cunit,PSC,Tarragona
2,18.43,234,2019,25158,AUP-FIC,Palau d'Anglesola,Podem,Lleida
2,18.28,134,2011,25182,PP,Puigverd de Lleida,PP,Lleida
4,61.07,160,2003,8228,CIU,Sant Martí Sesgueioles,CIU,Barcelona
6,48.51,668,2007,25048,CIU,Bell-lloc d'Urgell,CIU,Lleida
7,79.7,263,2015,17050,CiU,Cervià de Ter,CIU,Girona
13,43.59,34298,2003,8279,PSC-PM,Terrassa,PSC,Barcelona
6,45.35,634,2007,25029,PM,Arbeca,Others,Lleida
5,52.7,488,2015,17132,CiU,Peralada,CIU,Girona
1,8.52,792,2003,8076,PP,Esparreguera,PP,Barcelona
3,11.65,3454,2007,8205,ICV-EUIA-EPM,Sant Cugat del Vallès,Podem,Barcelona
1,7.92,282,2011,17048,ICV-EUiA-E,Castell-Platja d'Aro,Podem,Girona
7,25.39,5894,2007,8169,PSC-PM,Prat de Llobregat,PSC,Barcelona
3,36.44,129,2011,8174,ERC-AM,Puigdàlber,ERC,Barcelona
1,13.83,74,2007,25041,IBPM,Barbens,Others,Lleida
0,4.07,5,2011,43027,PM,Bisbal de Falset,Others,Tarragona
4,58.96,158,2011,17149,ERC-AM,Riudaura,ERC,Girona
1,5.92,413,2015,8086,CPF,Franqueses del Vallès,Others,Barcelona
0,3.98,221,2015,8904,PxC,Badia del Vallès,Others,Barcelona
7,36.92,2300,2015,8284,CiU,Tordera,CIU,Barcelona
17,53.79,20249,2007,8245,PSC-PM,Santa Coloma de Gramenet,PSC,Barcelona
2,31.33,99,2015,43172,FIC,Vilaverd,Podem,Tarragona
0,4.31,986,2007,8266,PAS-CAV,Cerdanyola del Vallès,Others,Barcelona
4,13.46,993,2011,43905,PP,Salou,PP,Tarragona
3,43.36,160,2007,17166,CSJ,Sant Jordi Desvalls,Others,Girona
0,4.96,60,2011,8232,PP,Sant Pere de Riudebitlles,PP,Barcelona
0,4.31,2434,2019,25120,Crida - CUP - A,Lleida,CUP,Lleida
7,33.11,1505,2007,17180,CIU,Santa Coloma de Farners,CIU,Girona
0,5.04,173,2003,8068,ICV-EPM,Cervelló,Podem,Barcelona
6,60.41,406,2019,43125,FIC,Riba-roja d'Ebre,Podem,Tarragona
1,8.63,179,2019,43054,NE - F IC,Espluga de Francolí,Podem,Tarragona
0,3.02,53,2007,8031,PP,Calaf,PP,Barcelona
2,14.5,388,2007,25023,GIALP-EPM,Alpicat,Others,Lleida
7,48.38,1628,2019,8251,PSC-CP,Santa Margarida i els Monjos,PSC,Barcelona
0,0.53,2,2007,43167,IVE-FIC,Vilanova d'Escornalbou,Podem,Tarragona
0,2.97,133,2019,8068,CeC-ECG,Cervelló,Others,Barcelona
2,9.09,2482,2003,8169,CIU,Prat de Llobregat,CIU,Barcelona
0,4.52,168,2015,8262,PP,Sant Vicenç de Castellet,PP,Barcelona
2,26.27,57,2015,43134,CP,Rourell,PSC,Tarragona
0,6.1,151,2015,8075,CiU,Dosrius,CIU,Barcelona
6,35.62,1303,2007,17062,PSC-PM,Escala,PSC,Girona
7,50.48,1375,2011,8251,PSC-PM,Santa Margarida i els Monjos,PSC,Barcelona
1,53.98,61,2007,8176,IP-PM,Pujalt,PSC,Barcelona
4,47.92,565,2003,43074,CIU,Llorenç del Penedès,CIU,Tarragona
3,12.66,3157,2003,8301,ICV-EPM,Viladecans,Podem,Barcelona
1,10.02,164,2007,8017,ESQUERRA-AM,Balenyà,ERC,Barcelona
4,60.87,70,2011,8308,CiU,Viver i Serrateix,CIU,Barcelona
3,40.91,189,2003,17035,CIU,Camós,CIU,Girona
5,32.97,883,2007,17103,CIU,Maçanet de la Selva,CIU,Girona
2,8.63,2275,2015,8169,C's,Prat de Llobregat,Ciutadans,Barcelona
4,20.04,1399,2015,8086,ILFC-E,Franqueses del Vallès,Others,Barcelona
1,6.3,622,2011,8270,CUP-PA,Sitges,CUP,Barcelona
0,5.74,133,2015,8235,PP,Sant Pol de Mar,PP,Barcelona
4,56.94,123,2019,25901,JxCAT-JUNTS,Vall de Cardós,JxC,Lleida
2,21.3,157,2007,25070,ICAM,Castellserà,Podem,Lleida
11,78.18,412,2015,17178,CiU,Sant Pere Pescador,CIU,Girona
1,9.77,69,2003,8292,CIU,Vallbona d'Anoia,CIU,Barcelona
1,11.67,397,2003,8209,CIU,Sant Fost de Campsentelles,CIU,Barcelona
0,31.88,22,2011,8280,PSC-PM,Tavertet,PSC,Barcelona
0,5.85,73,2011,8037,SI,Calldetenes,Others,Barcelona
0,4.21,978,2007,8169,C'S,Prat de Llobregat,Ciutadans,Barcelona
1,13.58,296,2003,43138,ERC-AM,Santa Bàrbara,ERC,Tarragona
5,33.64,1088,2007,43086,ACM-AM,Montblanc,ERC,Tarragona
0,5.32,84,2015,8053,ICV-E,Castellbell i el Vilar,Podem,Barcelona
0,4.23,132,2011,17089,IXLL,Llagostera,Others,Girona
3,31.85,251,2003,43178,ERC-AM,Vinyols i els Arcs,ERC,Tarragona
0,4.76,226,2019,8282,CUP - AMUNT,Tiana,ERC,Barcelona
6,74.67,227,2019,25911,ERC-AM,Plans de Sió,ERC,Lleida
0,1.72,128,2015,17117,Bloc Municipal,Palafrugell,Others,Girona
0,6.7,53,2011,8065,ERC-AM,Castellví de la Marca,ERC,Barcelona
3,12.93,2313,2011,8077,CiU,Esplugues de Llobregat,CIU,Barcelona
2,22.78,108,2019,25185,ERC-AM,Ribera d'Urgellet,ERC,Lleida
6,51.98,891,2003,8269,CIU,Seva,CIU,Barcelona
0,5.6,90,2011,8017,PxC,Balenyà,Others,Barcelona
7,87.01,268,2019,43076,JUNTS,Marçà,JxC,Tarragona
1,13.95,112,2007,8085,ESQUERRA-AM,Font-rubí,ERC,Barcelona
8,49.46,2426,2003,8218,PSC-PM,Sant Joan de Vilatorrada,PSC,Barcelona
2,29.72,137,2015,43121,SI-Solidaritat,Rasquera,Others,Tarragona
7,64.4,523,2019,25047,ExB-AM,Bellcaire d'Urgell,ERC,Lleida
0,5.69,169,2003,8091,PP,Gelida,PP,Barcelona
6,44.02,869,2011,25050,CiU,Bellpuig,CIU,Lleida
3,58.86,93,2003,17029,PSC-PM,Boadella i les Escaules,PSC,Girona
5,64.45,310,2011,25151,CiU,Olius,CIU,Lleida
3,36.22,343,2011,8049,CiU,Casserres,CIU,Barcelona
0,1.32,4,2015,17135,PP,Pont de Molins,PP,Girona
1,14.5,59,2015,17040,AVICA,Canet d'Adri,Podem,Girona
5,40.56,632,2007,8905,CIU,Palma de Cervelló,CIU,Barcelona
6,21.61,2133,2011,8270,CiU,Sitges,CIU,Barcelona
6,50.38,1126,2003,17186,PSC-PM,Sarrià de Ter,PSC,Girona
0,3.21,120,2003,17141,PP,Puigcerdà,PP,Girona
2,31.51,167,2011,25121,CDA-PNA,Les,CIU,Lleida
7,91.74,200,2007,17038,CIU-IDC,Campllong,CIU,Girona
3,57.95,51,2015,17125,IdP - AM,Pardines,ERC,Girona
4,34.16,465,2019,43104,JUNTS,Perelló,JxC,Tarragona
2,32.26,60,2003,25181,PSC-PM,Puigverd d'Agramunt,PSC,Lleida
3,56.57,56,2003,43173,CIU,Vilella Alta,CIU,Tarragona
6,59.85,720,2003,25209,CIU,Sort,CIU,Lleida
2,16.34,306,2011,17181,ERC-AM,Santa Cristina d'Aro,ERC,Girona
6,31.59,2360,2015,8221,PSC-CP,Sant Just Desvern,PSC,Barcelona
1,49.22,63,2015,17021,ERC-AM,Beuda,ERC,Girona
1,18.82,35,2007,43003,CIU,Albiol,CIU,Tarragona
1,42,21,2011,25031,PP,Arres,PP,Lleida
2,23.48,108,2011,17067,PM,Flaçà,Others,Girona
3,43.49,187,2015,17218,JpV - ERC -,Vilademuls,ERC,Girona
1,17.6,41,2003,17105,APG-CUP-EPM,Mieres,CUP,Girona
3,26.71,336,2015,25038,ERC-AM,Aitona,ERC,Lleida
2,10.33,895,2019,8110,MEMxJxCAT-JUNTS,Malgrat de Mar,JxC,Barcelona
5,16.92,12635,2011,8187,CiU,Sabadell,CIU,Barcelona
1,9.2,394,2003,25072,PLPC,Cervera,Others,Lleida
1,9.15,452,2015,8126,PRE-AR,Montgat,Others,Barcelona
0,4.98,65,2011,8014,PP,Aiguafreda,PP,Barcelona
3,13.82,1750,2003,8172,PP,Premià de Mar,PP,Barcelona
1,16.8,21,2015,17188,ERC-AM,Selva de Mar,ERC,Girona
9,67.8,954,2011,43109,CiU,Pobla de Mafumet,CIU,Tarragona
8,62.03,678,2015,8294,CiU,Vallgorguina,CIU,Barcelona
0,2.89,246,2019,8202,PODEMOS,Sant Celoni,Podem,Barcelona
3,26.81,329,2015,8148,PSC-CP,Olivella,PSC,Barcelona
1,8.27,362,2015,8181,PP,Roca del Vallès,PP,Barcelona
0,1.3,23,2007,17049,P.P,Celrà,PP,Girona
5,69.58,135,2019,8293,JxCAT-JUNTS,Vallcebre,JxC,Barcelona
3,43.51,114,2011,17028,ADV - AM,Brunyola i Sant Martí Sapresa,ERC,Girona
4,34.56,674,2007,43054,ERC-AM,Espluga de Francolí,ERC,Tarragona
4,49.62,132,2007,25112,CIU,Ivars de Noguera,CIU,Lleida
0,4.04,4,2015,25909,PP,Vansa i Fórnols,PP,Lleida
8,54.64,2451,2019,43004,ERC-AM,Alcanar,ERC,Tarragona
7,87.67,263,2011,43076,MiloqueraAM,Marçà,Others,Tarragona
1,9.3,99,2007,8122,PP,Mediona,PP,Barcelona
0,3.24,1348,2003,43123,CORI,Reus,Others,Tarragona
3,25.35,411,2003,8286,PSC-PM,Torre de Claramunt,PSC,Barcelona
9,82.88,702,2019,17133,JxCAT-JUNTS,Planes d'Hostoles,JxC,Girona
4,59.35,92,2007,8052,CIU,Castellar de n'Hug,CIU,Barcelona
9,21.4,161629,2003,8019,CIU,Barcelona,CIU,Barcelona
2,24.95,127,2003,43033,IPB-FIC,Botarell,Podem,Tarragona
7,60.6,666,2007,8165,CIU,Pobla de Claramunt,CIU,Barcelona
7,53.09,936,2011,8053,PSC-PM,Castellbell i el Vilar,PSC,Barcelona
0,0.12,811,2015,8019,UPyD,Barcelona,Ciutadans,Barcelona
0,1.31,344,2015,8169,AE-EP,Prat de Llobregat,Others,Barcelona
5,31.89,811,2011,8183,ERC-AM,Roda de Ter,ERC,Barcelona
0,0.51,47,2011,8260,VD,Santa Perpètua de Mogoda,Others,Barcelona
5,40.83,548,2015,25016,MOVIMENT D'ESQ,Alguaire,Others,Lleida
0,0.75,1,2015,43045,PP,Colldejou,PP,Tarragona
4,48.43,124,2019,8249,AISF-FIC,Santa Fe del Penedès,Podem,Barcelona
1,6.42,249,2019,8208,AUXSES-AMUNT,Sant Esteve Sesrovires,ERC,Barcelona
8,39.51,1406,2011,17048,CiU,Castell-Platja d'Aro,CIU,Girona
0,1.8,32,2007,25021,PP,Almenar,PP,Lleida
1,51.28,60,2011,8277,PSC-PM,Talamanca,PSC,Barcelona
3,46.39,154,2003,43167,IVE-FIC,Vilanova d'Escornalbou,Podem,Tarragona
3,22.55,906,2007,25072,CIU,Cervera,CIU,Lleida
1,5.99,300,2007,8009,PP,Argentona,PP,Barcelona
3,14.81,974,2015,8022,ERC-AM,Berga,ERC,Barcelona
0,15.52,18,2011,8052,PM,Castellar de n'Hug,Others,Barcelona
1,5.82,4258,2007,8187,ESQUERRA-AM,Sabadell,ERC,Barcelona
0,2.99,292,2007,8270,C'S,Sitges,Ciutadans,Barcelona
1,10.38,120,2007,8236,PP,Sant Quintí de Mediona,PP,Barcelona
0,4.95,5,2011,25196,PP,Sant Esteve de la Sarga,PP,Lleida
1,9.81,345,2015,8244,PSC-CP,Santa Coloma de Cervelló,PSC,Barcelona
4,57.55,61,2011,8189,CiU,Sant Pere Sallavinera,CIU,Barcelona
1,6.76,554,2007,43037,ESQUERRA-AM,Calafell,ERC,Tarragona
2,10.7,347,2011,8300,UMdC,Viladecavalls,Others,Barcelona
0,4.46,820,2015,8089,ICV-EUiA-Pi,Gavà,Podem,Barcelona
0,1.35,21,2007,43055,PXC,Falset,VOX,Tarragona
7,52.46,1100,2011,17167,PSC-PM,Sant Joan de les Abadesses,PSC,Girona
0,4.37,590,2019,43038,ADC-ECG,Cambrils,Others,Tarragona
0,4.86,1126,2011,8169,ERC-AM,Prat de Llobregat,ERC,Barcelona
0,2.16,155,2019,8107,PRIMÀRIES CATAL,Lliçà d'Amunt,Others,Barcelona
3,48.04,245,2015,25185,ERC-AM,Ribera d'Urgellet,ERC,Lleida
5,43.96,40,2015,25064,CiU,Castellar de la Ribera,CIU,Lleida
3,13.23,1585,2015,8263,C's,Sant Vicenç dels Horts,Ciutadans,Barcelona
1,10.21,354,2007,43133,EBIN,Roquetes,Others,Tarragona
2,8.27,2322,2003,8184,UPRV-FIC,Rubí,Podem,Barcelona
2,17.32,313,2019,43095,A,Morell,CIU,Tarragona
3,47.85,301,2003,25059,UAPM-PSC,Bossòst,PSC,Lleida
1,17.82,18,2015,25001,CiU,Abella de la Conca,CIU,Lleida
5,57.18,235,2003,43082,CIU,Masroig,CIU,Tarragona
1,30.25,36,2011,43154,CiU,Torroja del Priorat,CIU,Tarragona
2,9.41,1626,2019,8217,SJDespí En comú,Sant Joan Despí,Podem,Barcelona
9,30.96,13435,2019,17079,JxCAT-JUNTS,Girona,JxC,Girona
6,78.34,123,2015,17068,CiU,Foixà,CIU,Girona
9,84.83,464,2015,8149,OiSC - AM,Olost,ERC,Barcelona
7,53.21,2579,2019,8259,JUNTS,Santa Maria de Palautordera,JxC,Barcelona
0,3.38,230,2019,43136,PRIMÀRIES,Ràpita,Others,Tarragona
0,4.63,32,2007,43144,PP,Secuita,PP,Tarragona
0,0.76,10,2007,8012,PP,Avinyó,PP,Barcelona
3,61.11,55,2015,43151,ERC-AM,Torre de Fontaubella,ERC,Tarragona
2,22.77,324,2011,43104,PSC-PM,Perelló,PSC,Tarragona
5,76.19,64,2019,25105,JUNTS,Granyena de les Garrigues,JxC,Lleida
0,3.85,2,2011,43075,PM,Margalef,Others,Tarragona
0,0,0,2015,25252,PxC,Vila-sana,Others,Lleida
0,30.57,37,2019,25132,ERC-AM,Massoteres,ERC,Lleida
0,2.5,4,2007,25169,PP,Pobla de Cérvoles,PP,Lleida
0,4.72,439,2003,8076,GDES,Esparreguera,Others,Barcelona
0,1.57,9,2007,43084,PP,Miravet,PP,Tarragona
4,60.33,73,2007,43154,IPT-AM,Torroja del Priorat,ERC,Tarragona
5,59.91,257,2003,25069,AIC,Castelló de Farfanya,Podem,Lleida
2,21.63,270,2019,25038,AR - AM,Aitona,ERC,Lleida
3,37.99,144,2007,25046,CIU,Belianes,CIU,Lleida
2,20.03,378,2007,43903,ESQUERRA-AM,Camarles,ERC,Tarragona
0,3.25,535,2007,8124,IXM,Mollet del Vallès,Others,Barcelona
3,46.07,211,2003,25227,CIU,Torre de Cabdella,CIU,Lleida
4,29.58,1068,2003,8120,CIU,Matadepera,CIU,Barcelona
0,3.95,650,2019,8180,PP,Ripollet,PP,Barcelona
3,50.56,45,2003,25097,CIU,Fulleda,CIU,Lleida
7,78.95,90,2007,43027,CIU,Bisbal de Falset,CIU,Tarragona
6,28.08,1749,2007,8086,PSC-PM,Franqueses del Vallès,PSC,Barcelona
0,4.16,70,2011,43043,SI,Catllar,Others,Tarragona
0,1.57,289,2015,8089,PxC,Gavà,Others,Barcelona
7,93.47,215,2019,43029,ERC-AM,Blancafort,ERC,Tarragona
2,34.89,164,2003,43077,CIU,Mas de Barberans,CIU,Tarragona
1,20.53,39,2015,8276,CiU,Tagamanent,CIU,Barcelona
1,5.61,470,2019,8086,SAL-CUP-AMUNT,Franqueses del Vallès,ERC,Barcelona
0,10.98,29,2003,43030,ERC-AM,Bonastre,ERC,Tarragona
0,2.03,68,2007,8274,PP,Súria,PP,Barcelona
0,1.49,73,2019,43051,GANEMOS,Cunit,Others,Tarragona
2,9.93,477,2019,43092,AMM ¿ VX+,Mont-roig del Camp,Others,Tarragona
1,9.81,478,2019,17044,PSC-CP,Cassà de la Selva,PSC,Girona
3,22.34,265,2007,8254,CIP-EPM,Esquirol,Others,Barcelona
0,2.61,140,2011,17147,PP,Ripoll,PP,Girona
1,11.48,351,2019,43162,ERC-AM,Vandellòs i l'Hospitalet de l'Infant,ERC,Tarragona
2,6.24,1452,2007,8184,ACR CAV,Rubí,Others,Barcelona
2,22.47,209,2011,8025,ERC-AM,Bruc,ERC,Barcelona
0,0.06,66,2019,8101,CNV,Hospitalet de Llobregat,Others,Barcelona
7,88.72,118,2003,17024,CIU,Bolvir,CIU,Girona
1,9.96,251,2007,17033,PSC-PM,Caldes de Malavella,PSC,Girona
0,28.39,23,2019,25143,AxM+dB-AM,Montornès de Segarra,ERC,Lleida
0,0.19,3,2019,8148,SOLUCIONS-PDeTO,Olivella,Others,Barcelona
1,10.07,96,2003,43024,PP,Bellvei,PP,Tarragona
1,11.66,102,2011,25047,PM,Bellcaire d'Urgell,Others,Lleida
4,31.4,412,2003,25038,ERC-AM,Aitona,ERC,Lleida
2,12.67,789,2015,8284,ICV-PD-E,Tordera,Podem,Barcelona
5,80,64,2007,25218,TXT-AM,Tarrés,ERC,Lleida
4,28.93,615,2007,8198,ESQUERRA-AM,Sant Antoni de Vilamajor,ERC,Barcelona
3,35,195,2019,8131,ERC-AM,Montesquiu,ERC,Barcelona
0,1.2,118,2011,8051,C's,Castellar del Vallès,Ciutadans,Barcelona
2,9.99,1534,2007,8298,ESQUERRA-AM,Vic,ERC,Barcelona
4,21.71,1351,2007,8033,PSC-PM,Caldes de Montbui,PSC,Barcelona
1,7.11,389,2003,8156,PP,Palau-solità i Plegamans,PP,Barcelona
1,6.75,321,2019,8106,JUNTS,Llinars del Vallès,JxC,Barcelona
0,4.73,37,2007,17120,S.I-FIC,Palau-saverdera,Podem,Girona
5,36.51,1152,2007,8244,P.E.P-P-M,Santa Coloma de Cervelló,Others,Barcelona
0,6.4,27,2011,25239,PP,Valls de Valira,PP,Lleida
0,4.5,534,2019,8114,SM-PODEMOS,Martorell,Podem,Barcelona
6,29.23,1303,2007,8218,CIU,Sant Joan de Vilatorrada,CIU,Barcelona
1,9.63,172,2007,17083,ICV-EUIA-EPM,Hostalric,Podem,Girona
2,7.74,927,2015,8263,SVHSP,Sant Vicenç dels Horts,Others,Barcelona
7,75.3,125,2015,25161,CiU,Conca de Dalt,CIU,Lleida
7,81.08,240,2003,17074,PSC-PM,Fortià,PSC,Girona
3,27.37,349,2003,17032,CIU,Cadaqués,CIU,Girona
3,11.57,1227,2019,8147,Cs,Olesa de Montserrat,Ciutadans,Barcelona
3,17.78,1392,2015,8046,CiU,Cardedeu,CIU,Barcelona
8,76.48,631,2011,25007,CiU,Albatàrrec,CIU,Lleida
3,10.98,9812,2015,8015,ERC-A-MES-AM,Badalona,ERC,Barcelona
3,44.44,64,2015,25128,CiU,Llimiana,CIU,Lleida
2,29.33,44,2011,43069,PSC-PM,Gratallops,PSC,Tarragona
3,17.9,1093,2015,8240,PSC-CP,Sant Sadurní d'Anoia,PSC,Barcelona
6,62.86,623,2019,25099,JUNTS,Golmés,JxC,Lleida
1,5.67,407,2019,8156,PRIMÀRIES,Palau-solità i Plegamans,Others,Barcelona
5,26.27,1751,2015,25040,CiU,Balaguer,CIU,Lleida
3,35.77,122,2019,17172,ILL-AM,Sant Martí de Llémena,ERC,Girona
2,28.9,204,2015,8226,CP,Sant Martí de Tous,PSC,Barcelona
2,7.97,1579,2015,8077,CiU,Esplugues de Llobregat,CIU,Barcelona
4,32.69,408,2007,17056,CIU,Cornellà del Terri,CIU,Girona
7,24.41,3722,2019,8125,ECPMIR-ECG,Montcada i Reixac,Others,Barcelona
4,36.51,379,2007,25051,CIU,Bellver de Cerdanya,CIU,Lleida
0,0.12,98,2011,8015,PFiV,Badalona,Others,Barcelona
4,31.88,490,2003,17233,ENTESA VSD,Vilobí d'Onyar,Others,Girona
5,40.44,1314,2003,17089,CIU,Llagostera,CIU,Girona
1,28.75,46,2011,17170,CiU,Vallfogona de Ripollès,CIU,Girona
4,63.79,74,2019,8060,JUNTS,Castellfollit de Riubregós,JxC,Barcelona
3,12.97,3704,2019,8266,Cs,Cerdanyola del Vallès,Ciutadans,Barcelona
4,22.72,878,2015,8068,ERC-AM,Cervelló,ERC,Barcelona
3,33.59,355,2007,8049,ESQUERRA-AM,Casserres,ERC,Barcelona
0,20.69,12,2007,8095,PSC-PM,Granera,PSC,Barcelona
0,3.04,111,2003,17034,IUC,Calonge i Sant Antoni,Others,Girona
5,37.9,620,2007,8017,PSC-PM,Balenyà,PSC,Barcelona
3,17.48,518,2011,8020,PP,Begues,PP,Barcelona
3,27.57,411,2003,8145,CIU,Olèrdola,CIU,Barcelona
1,18.98,89,2015,17187,CP,"Saus, Camallera i Llampaies",PSC,Girona
1,83.33,45,2003,43122,CIU,Renau,CIU,Tarragona
1,7.93,212,2007,25023,PP,Alpicat,PP,Lleida
7,89.18,206,2003,17230,CIU,Vila-sacra,CIU,Girona
2,7.41,1981,2011,8113,CUP-PA,Manresa,CUP,Barcelona
1,24.32,27,2011,25247,IpV-PM,Vilamòs,PSC,Lleida
0,4.6,4,2015,25197,PP,Sant Guim de la Plana,PP,Lleida
6,48.05,762,2011,17233,CiU,Vilobí d'Onyar,CIU,Girona
1,10.98,104,2011,8049,PM,Casserres,Others,Barcelona
0,2.46,24,2011,43009,PP,Alforja,PP,Tarragona
3,31.97,273,2003,8290,CIU,Ullastrell,CIU,Barcelona
3,20.82,657,2007,8208,EPSE-EPM,Sant Esteve Sesrovires,Others,Barcelona
1,5.41,330,2007,8006,VIAM,Arenys de Mar,Others,Barcelona
1,23.06,83,2015,8129,CiU,Muntanyola,CIU,Barcelona
0,2.82,4,2011,17234,PP,Biure,PP,Girona
2,19.8,160,2007,8146,UPB-ICV-EPM,Olesa de Bonesvalls,Podem,Barcelona
10,63.28,2330,2007,8067,PSC-PM,Centelles,PSC,Barcelona
1,8.16,305,2019,8091,GEC-ECG,Gelida,Others,Barcelona
