councilors,voted_proportion,votes,year,municipality_code,party,municipality,main_party,region
0,2.14,92,2015,8003,UMdC,Alella,Others,Barcelona
2,15.85,454,2003,17008,ERC-AM,Anglès,ERC,Girona
1,6.08,228,2011,8259,Eb-CenB,Santa Maria de Palautordera,Others,Barcelona
5,50.79,481,2011,8049,ERC-AM,Casserres,ERC,Barcelona
9,89.5,537,2019,43052,MX - AM,Xerta,ERC,Tarragona
1,34.1,44,2019,25253,SV - AM,Vilosell,ERC,Lleida
2,17.87,637,2015,8209,ERC-AM,Sant Fost de Campsentelles,ERC,Barcelona
0,4.29,100,2011,17221,ICV-EUiA-E,Vilafant,Podem,Girona
0,7.36,24,2015,25205,PxC,Sidamon,Others,Lleida
1,5.19,255,2019,17199,Cs,Torroella de Montgrí,Ciutadans,Girona
0,8.33,34,2019,25086,MI,Esterri d'Àneu,Others,Lleida
1,7.52,317,2015,8106,CiU,Llinars del Vallès,CIU,Barcelona
2,24.26,123,2019,8256,JUNTS,Santa Maria de Martorelles,JxC,Barcelona
4,57.32,270,2003,17204,PSC-PM,Ullà,PSC,Girona
4,42.5,119,2011,8039,CiU,Campins,CIU,Barcelona
3,15.03,3368,2003,8077,PP,Esplugues de Llobregat,PP,Barcelona
2,26.53,100,2015,43147,UNIC-FIC,Solivella,Podem,Tarragona
3,32.45,210,2019,17093,IxLL-AM,Llers,ERC,Girona
0,2.15,28,2007,8100,PP,Gurb,PP,Barcelona
2,23.15,78,2003,25191,ERC-AM,Sanaüja,ERC,Lleida
2,8.26,848,2019,43037,S+ - JUNTS,Calafell,JxC,Tarragona
2,13.51,808,2003,8041,CIU,Canovelles,CIU,Barcelona
4,46.51,40,2003,8277,CIU,Talamanca,CIU,Barcelona
0,8.8,11,2007,25092,PSC-PM,Floresta,PSC,Lleida
0,2.74,49,2007,17083,GISH,Hostalric,Others,Girona
4,52.7,254,2011,43063,CiU,Galera,CIU,Tarragona
1,11.4,268,2007,25243,PP,Vielha e Mijaran,PP,Lleida
1,9.68,117,2019,17086,PSC-CP,Jonquera,PSC,Girona
3,9.78,3055,2019,8307,Cs,Vilanova i la Geltrú,Ciutadans,Barcelona
0,0,0,2019,25064,PSC-CP,Castellar de la Ribera,PSC,Lleida
1,5.67,304,2015,8105,ERC-AM,Llagosta,ERC,Barcelona
1,13.78,148,2003,43137,PSC-PM,Sant Jaume dels Domenys,PSC,Tarragona
2,20.06,396,2011,25050,UMdC,Bellpuig,Others,Lleida
1,26.76,38,2011,17234,PM,Biure,Others,Girona
2,12.38,564,2007,43051,PP,Cunit,PP,Tarragona
2,25.29,197,2011,8149,CiU,Olost,CIU,Barcelona
2,11.1,565,2019,8230,CPD -AMUNT,Premià de Dalt,ERC,Barcelona
3,22.96,383,2007,8053,CIU,Castellbell i el Vilar,CIU,Barcelona
4,58.24,219,2011,8116,CiU,Masies de Roda,CIU,Barcelona
4,49.16,266,2019,8199,#IxSBG,Sant Bartomeu del Grau,Others,Barcelona
5,71.36,142,2003,8293,CIU,Vallcebre,CIU,Barcelona
4,53.39,63,2007,8272,CIU,Sora,CIU,Barcelona
0,1.69,63,2015,8262,PxC,Sant Vicenç de Castellet,Others,Barcelona
0,5.79,47,2019,25053,PP,Benavent de Segrià,PP,Lleida
4,76.25,61,2015,25913,CiU,Riu de Cerdanya,CIU,Lleida
0,0.21,172,2011,8015,PARTICIPA,Badalona,Podem,Barcelona
5,49.12,364,2019,17094,LLF ¿ AM,Llívia,Others,Girona
2,35.38,115,2007,17128,ERC-AM,Pau,ERC,Girona
0,5.7,109,2011,17013,ERC-AM,Begur,ERC,Girona
6,18.57,15755,2011,8101,PP,Hospitalet de Llobregat,PP,Barcelona
1,31.36,53,2003,17234,CIU,Biure,CIU,Girona
1,17.53,61,2007,43120,CIQ-EPM,Querol,Others,Tarragona
3,27.82,212,2011,17025,GIpB-PM,Bordils,PSC,Girona
1,5.2,149,2015,17047,UDEM,Castelló d'Empúries,Others,Girona
3,13.58,3043,2003,8077,ICV-EPM,Esplugues de Llobregat,Podem,Barcelona
0,16.86,29,2007,8087,CIU,Gallifa,CIU,Barcelona
1,11.74,97,2007,8292,CIU,Vallbona d'Anoia,CIU,Barcelona
1,8.09,385,2011,8157,JA,Pallejà,Others,Barcelona
1,31.34,21,2015,17099,PP,Meranges,PP,Girona
5,48.76,317,2019,17223,APV,Vilajuïga,Others,Girona
0,0.78,10,2007,8237,PP,Sant Quirze de Besora,PP,Barcelona
4,55.71,273,2011,43007,CiU,Aleixar,CIU,Tarragona
1,8.77,497,2015,8041,ERC-AM,Canovelles,ERC,Barcelona
0,3.74,249,2015,25040,EpB-ICV-Eui,Balaguer,Podem,Lleida
4,49.71,172,2011,43172,CiU,Vilaverd,CIU,Tarragona
1,15.07,107,2011,43144,CiU,Secuita,CIU,Tarragona
0,5.18,68,2019,43088,PSC-CP,Montbrió del Camp,PSC,Tarragona
0,2.9,398,2011,17023,C's,Blanes,Ciutadans,Girona
0,20.41,20,2007,8185,IR-PM,Rubió,PSC,Barcelona
0,1.2,130,2007,8252,EAB-CAV,Barberà del Vallès,Others,Barcelona
1,5.64,2869,2015,43148,ICV-EUiA-E,Tarragona,Podem,Tarragona
0,0.85,383,2011,8121,M'ns,Mataró,Others,Barcelona
8,70.23,847,2019,25052,TPBA-AM,Bellvís,ERC,Lleida
0,3.71,31,2007,43178,IVA-FIC,Vinyols i els Arcs,Podem,Tarragona
3,17.5,628,2011,17022,CiU,Bisbal d'Empordà,CIU,Girona
0,2.27,125,2019,25137,MENC-ECG,Mollerussa,Others,Lleida
5,81.61,71,2015,25197,ERC-AM,Sant Guim de la Plana,ERC,Lleida
3,19.87,526,2019,17186,PAS-AMUNT,Sarrià de Ter,ERC,Girona
4,50.98,233,2003,43001,CIU,Aiguamúrcia,CIU,Tarragona
2,17.37,450,2015,43131,C's,Roda de Berà,Ciutadans,Tarragona
0,2.51,330,2019,8172,PP,Premià de Mar,PP,Barcelona
0,2.46,6,2015,25112,CP,Ivars de Noguera,PSC,Lleida
4,49.22,220,2015,17200,CP,Tortellà,PSC,Girona
5,24.33,1222,2007,8054,ALTPCB,Castellbisbal,Others,Barcelona
3,12.29,1660,2019,43038,JUNTS,Cambrils,JxC,Tarragona
0,4,192,2019,8135,JXMO-JUNTS,Montmeló,JxC,Barcelona
4,33.1,429,2019,43111,ERC-AM,Pobla de Montornès,ERC,Tarragona
0,1.6,2,2003,25224,PP,Torms,PP,Lleida
1,17.26,48,2019,43003,CP,Albiol,PSC,Tarragona
0,1.89,2,2003,25022,PSC-PM,Alòs de Balaguer,PSC,Lleida
0,8.05,7,2015,17232,CP,Vilopriu,PSC,Girona
5,70.77,402,2019,43049,ERC-AM,Cornudella de Montsant,ERC,Tarragona
0,5.31,69,2007,8064,PP,Castellterçol,PP,Barcelona
1,7.41,271,2011,25072,AMC-AM,Cervera,ERC,Lleida
2,18.75,165,2003,17132,ERC-AM,Peralada,ERC,Girona
0,1.28,14,2011,43019,PP,Ascó,PP,Tarragona
0,0.7,116,2015,8102,SI- Recuperem I,Igualada,Others,Barcelona
0,2.48,12,2015,25192,PP,Sant Guim de Freixenet,PP,Lleida
14,40.65,17247,2015,8245,PSC-CP,Santa Coloma de Gramenet,PSC,Barcelona
3,72,54,2015,25022,CiU,Alòs de Balaguer,CIU,Lleida
0,3.39,71,2019,17146,TSR-IdSelva,Riells i Viabrea,Others,Girona
4,24.93,726,2007,8108,PSC-PM,Lliçà de Vall,PSC,Barcelona
4,64.43,96,2015,17151,CP,Riumors,PSC,Girona
1,15.39,135,2007,8058,CIU,Castellet i la Gornal,CIU,Barcelona
1,8.9,235,2015,8264,PSC-CP,Sant Vicenç de Montalt,PSC,Barcelona
2,23.11,144,2007,17016,ESQUERRA-AM,Bàscara,ERC,Girona
0,1.24,6,2007,43036,PP,Cabra del Camp,PP,Tarragona
1,6.24,222,2011,17048,ERC-AM,Castell-Platja d'Aro,ERC,Girona
1,8.02,465,2015,8161,PP,Piera,PP,Barcelona
1,9.14,379,2015,8197,C's,Sant Andreu de Llavaneres,Ciutadans,Barcelona
2,19.92,368,2007,17036,ICV-EPM,Campdevànol,Podem,Girona
1,6.51,462,2019,8040,JUNTS,Canet de Mar,JxC,Barcelona
5,17.9,14084,2003,8279,CIU,Terrassa,CIU,Barcelona
4,57.14,116,2015,17205,CiU,Ullastret,CIU,Girona
7,98.05,352,2003,25168,CIU,Poal,CIU,Lleida
4,50.77,132,2007,43010,IPA-PM,Alió,PSC,Tarragona
5,10.5,79280,2019,8019,JUNTS,Barcelona,JxC,Barcelona
0,8.85,10,2003,17162,PSC-PM,Sant Ferriol,PSC,Girona
1,17.2,43,2011,25206,IPS - PA,Soleràs,Others,Lleida
7,91.86,237,2003,43107,UNIC-FIC,Pira,Podem,Tarragona
1,7.47,473,2003,17147,JPR-ICV-EPM,Ripoll,Podem,Girona
1,5.81,173,2011,8167,ERC-AM,Polinyà,ERC,Barcelona
1,30.99,44,2007,17029,ERC-AM,Boadella i les Escaules,ERC,Girona
2,22.69,228,2007,17902,PSC-PM,Forallac,PSC,Girona
0,26.15,34,2019,17174,JxCAT-JUNTS,Sant Miquel de Campmajor,JxC,Girona
3,21,459,2003,17036,CIU,Campdevànol,CIU,Girona
4,56.82,379,2003,17120,CIU,Palau-saverdera,CIU,Girona
0,30.99,44,2007,17203,ESQUERRA-AM,Ultramort,ERC,Girona
5,70.3,329,2003,8034,CDC-ERC-AM,Calders,CIU,Barcelona
2,10.43,624,2003,8041,ICV-EPM,Canovelles,Podem,Barcelona
1,16.75,68,2003,17210,PP,Ventalló,PP,Girona
0,2.36,24,2007,8294,PP,Vallgorguina,PP,Barcelona
6,33.73,964,2015,8281,CaT - ERC,Teià,ERC,Barcelona
5,64.96,367,2015,43149,PSC-CP,Tivenys,PSC,Tarragona
3,20.47,684,2019,8274,GIIS,Súria,Others,Barcelona
2,8.53,904,2019,8147,CUP-AMUNT,Olesa de Montserrat,ERC,Barcelona
0,1.31,859,2007,8279,CUP-CAV,Terrassa,CUP,Barcelona
0,2.18,133,2019,8041,CONTIGO,Canovelles,Others,Barcelona
6,58.26,529,2015,43160,PSC-CP,Vallmoll,PSC,Tarragona
2,18.75,387,2019,17013,TxBE - TE,Begur,Others,Girona
3,15.24,877,2019,8126,JUNTS,Montgat,JxC,Barcelona
1,24.24,32,2003,25196,PM-AM,Sant Esteve de la Sarga,ERC,Lleida
0,2.91,2811,2019,8187,PP,Sabadell,PP,Barcelona
0,2.99,45,2007,17169,P.P,Sant Julià de Ramis,PP,Girona
3,24.67,875,2007,8262,ESQUERRA-AM,Sant Vicenç de Castellet,ERC,Barcelona
1,54.17,39,2007,25145,ESQUERRA-AM,Nalec,ERC,Lleida
1,25.66,39,2003,17031,ERC-AM,Cabanelles,ERC,Girona
0,17.26,24,2019,25249,IxVA-CP,Vilanova de l'Aguda,PSC,Lleida
1,7.34,895,2019,8163,PEC-ECG,Pineda de Mar,Podem,Barcelona
1,15.85,126,2007,25007,ESQUERRA-AM,Albatàrrec,ERC,Lleida
1,10.74,389,2003,43133,PP,Roquetes,PP,Tarragona
4,22.37,1265,2007,8107,PSC-PM,Lliçà d'Amunt,PSC,Barcelona
0,0.86,387,2011,25120,Eb-CenB,Lleida,Others,Lleida
2,44.12,45,2015,17176,CiU,Sant Mori,CIU,Girona
7,92.37,327,2011,17026,CiU,Borrassà,CIU,Girona
3,38.34,125,2015,17198,ENP,Torroella de Fluvià,Others,Girona
6,27.63,1401,2015,25203,CxLS-CP,Seu d'Urgell,PSC,Lleida
3,36.4,91,2011,25206,PSC-PM,Soleràs,PSC,Lleida
2,14.83,315,2003,8289,ERC-AM,Torrelles de Llobregat,ERC,Barcelona
1,17.04,53,2015,17060,CiU,Darnius,CIU,Girona
1,6.21,312,2011,43051,ERC-AM,Cunit,ERC,Tarragona
1,10.27,227,2007,8235,ESQUERRA-AM,Sant Pol de Mar,ERC,Barcelona
2,29.94,50,2019,25109,IG-AM,Guimerà,ERC,Lleida
1,9.13,214,2003,17221,ERC-AM,Vilafant,ERC,Girona
3,36.93,89,2007,17115,FCIU,Ordis,CIU,Girona
5,37.52,1214,2003,8192,ERC-AM,Santpedor,ERC,Barcelona
5,62.24,295,2003,17111,CIU,Navata,CIU,Girona
1,8.18,180,2011,8264,ESQ+E-AM,Sant Vicenç de Montalt,ERC,Barcelona
3,31.05,186,2011,25193,PM,Sant Llorenç de Morunys,Others,Lleida
1,27.27,36,2007,17061,CIU,Das,CIU,Girona
0,28.15,38,2011,17216,PpV-PM,Viladasens,PSC,Girona
3,28.72,411,2003,25029,ERC-AM,Arbeca,ERC,Lleida
2,6.51,1696,2015,8301,VSP,Viladecans,Others,Barcelona
3,90.91,20,2011,8093,CiU,Gisclareny,CIU,Barcelona
7,91.85,169,2015,43177,CiU,Vinebre,CIU,Tarragona
1,6.41,236,2015,25072,InSe,Cervera,Others,Lleida
3,38.66,278,2007,25242,IV,Verdú,Others,Lleida
4,11.73,5963,2015,43148,ERC-MES-MDC,Tarragona,ERC,Tarragona
0,3.06,7,2015,17024,PP,Bolvir,PP,Girona
4,18.98,988,2011,8074,ICV-EUiA-E,Cubelles,Podem,Barcelona
5,35.52,1167,2019,8141,ERC-AM,Navàs,ERC,Barcelona
0,9.27,9,2019,43151,PSC-CP,Torre de Fontaubella,PSC,Tarragona
1,9.6,283,2019,8138,PSC-CP,Moià,PSC,Barcelona
0,0,0,2003,43146,PSC-PM,Senan,PSC,Tarragona
1,18.69,40,2003,25908,ERC-AM,Fígols i Alinyà,ERC,Lleida
0,7.69,7,2015,17227,PSC-CP,Vilamaniscle,PSC,Girona
0,1.1,1,2015,25064,PP,Castellar de la Ribera,PP,Lleida
5,63.16,156,2007,25005,CIU,Alàs i Cerc,CIU,Lleida
1,8.65,108,2015,25048,PP,Bell-lloc d'Urgell,PP,Lleida
6,52.46,712,2019,43002,JUNTS,Albinyana,JxC,Tarragona
0,4.77,285,2019,8157,JxP-JUNTS,Pallejà,JxC,Barcelona
4,51.42,127,2007,25014,ESQUERRA-AM,Alfés,ERC,Lleida
5,41.72,491,2011,8237,ERC-AM,Sant Quirze de Besora,ERC,Barcelona
2,20.64,284,2015,43139,ERC-AM,Santa Coloma de Queralt,ERC,Tarragona
0,3.01,4,2011,25100,PP,Gósol,PP,Lleida
0,3.97,60,2019,8162,Cs,Hostalets de Pierola,Ciutadans,Barcelona
1,6.48,630,2015,43161,PP,Valls,PP,Tarragona
1,21.89,37,2019,17144,JxCAT - JUNTS,Regencós,JxC,Girona
2,16.89,280,2019,43140,COMPROMÍS-ECP-E,Santa Oliva,Others,Tarragona
0,5.63,116,2011,43012,AsT,Altafulla,Others,Tarragona
0,11.18,37,2015,17172,ERC-AM,Sant Martí de Llémena,ERC,Girona
4,45.14,418,2019,43126,TFR-JUNTS,Riera de Gaià,JxC,Tarragona
0,0.48,217,2011,25120,PACMA,Lleida,PACMA,Lleida
3,14,1537,2019,8219,BABORD,Vilassar de Mar,Others,Barcelona
2,18.17,624,2003,8068,ERC-AM,Cervelló,ERC,Barcelona
7,57.35,1557,2003,25011,CIU,Alcarràs,CIU,Lleida
2,9.5,1298,2015,8252,RECUPEREM B,Barberà del Vallès,CUP,Barcelona
0,5.14,42,2011,43126,PSC-PM,Riera de Gaià,PSC,Tarragona
4,26.74,752,2015,43145,PSC-JpS-CP,Selva del Camp,PSC,Tarragona
1,10.47,101,2019,17110,PSC-CP,Mont-ras,PSC,Girona
7,44.21,1054,2011,17092,CiU,Llançà,CIU,Girona
5,64.21,61,2007,8253,ISMB-AM,Santa Maria de Besora,ERC,Barcelona
2,22.58,168,2019,17012,CpA - AM,Avinyonet de Puigventós,ERC,Girona
1,17.78,120,2011,25070,PSC-PM,Castellserà,PSC,Lleida
1,5.03,303,2019,8302,JUNTS,Vilanova del Camí,JxC,Barcelona
0,4.62,757,2003,8298,PP,Vic,PP,Barcelona
7,89.08,367,2003,25043,CIU,Vall de Boí,CIU,Lleida
5,66.66,228,2019,25077,ERC-AM,Coll de Nargó,ERC,Lleida
4,40.48,268,2011,43056,EpF - AM,Fatarella,ERC,Tarragona
7,66.63,663,2019,17132,JUNTS,Peralada,JxC,Girona
0,1.1,143,2011,43163,C's,Vendrell,Ciutadans,Tarragona
0,0.1,3,2019,8210,CIRC,Sant Feliu de Codines,Others,Barcelona
4,32.54,588,2019,43095,JUNTS,Morell,JxC,Tarragona
5,70.44,143,2003,17183,CIU,Sant Aniol de Finestres,CIU,Girona
6,27,1470,2011,8105,ICV-EUiA-E,Llagosta,Podem,Barcelona
2,29.7,150,2003,43127,ERC-AM,Riudecanyes,ERC,Tarragona
1,8.51,343,2011,8197,SOS LLAVANE,Sant Andreu de Llavaneres,Others,Barcelona
5,58.66,650,2007,17133,IDLP-PM,Planes d'Hostoles,PSC,Girona
1,16.72,52,2015,17060,AD-CUP-PA,Darnius,CUP,Girona
1,11.78,172,2019,8127,MM,Monistrol de Montserrat,Others,Barcelona
2,29.02,56,2011,17087,CpJ-PM,Juià,PSC,Girona
7,54.13,623,2011,25051,En-Cerd,Bellver de Cerdanya,Others,Lleida
2,15.83,431,2003,17047,PP,Castelló d'Empúries,PP,Girona
3,40.21,113,2007,8129,CIU,Muntanyola,CIU,Barcelona
1,6.99,837,2015,8123,C's,Molins de Rei,Ciutadans,Barcelona
0,20.83,25,2019,43027,AEBF,Bisbal de Falset,Others,Tarragona
4,56.68,140,2015,8249,AISF-FIC,Santa Fe del Penedès,Podem,Barcelona
0,4.59,5,2007,17194,EPS-EPM,Susqueda,Others,Girona
7,23.36,7505,2011,17079,PSC-PM,Girona,PSC,Girona
4,47.17,225,2007,8224,ISM,Sant Martí de Centelles,Others,Barcelona
0,5.09,29,2011,17111,PM,Navata,Others,Girona
2,22.21,332,2015,43055,CiU,Falset,CIU,Tarragona
3,11.93,1976,2015,8102,SI-PSC-CP,Igualada,PSC,Barcelona
5,33.56,798,2007,17221,PSC-PM,Vilafant,PSC,Girona
4,39.84,247,2015,25912,CiU,Gimenells i el Pla de la Font,CIU,Lleida
0,0.7,1,2015,43066,PP,Garidells,PP,Tarragona
1,36.51,23,2011,25032,CiU,Arsèguel,CIU,Lleida
3,39.69,156,2011,43118,CiU,Pratdip,CIU,Tarragona
2,12.75,1180,2019,17015,SBNY-AMUNT,Banyoles,ERC,Girona
3,41.01,219,2019,43001,JxCAT - JUNTS,Aiguamúrcia,JxC,Tarragona
0,2.69,148,2019,25137,Cs,Mollerussa,Ciutadans,Lleida
2,22.43,294,2003,17086,ERC-AM,Jonquera,ERC,Girona
3,55.24,58,2015,17106,CiU,Mollet de Peralada,CIU,Girona
3,41.09,189,2015,17001,ERC-AM,Agullana,ERC,Girona
2,13.23,392,2011,8020,GdeB-PM,Begues,PSC,Barcelona
0,31.48,51,2007,25253,IV-PM,Vilosell,PSC,Lleida
4,51.53,252,2003,25068,ERC-AM,Castellnou de Seana,ERC,Lleida
4,54.85,260,2019,25185,JxCAT-JUNTS,Ribera d'Urgellet,JxC,Lleida
0,2.51,680,2019,8056,PRIMÀRIES,Castelldefels,Others,Barcelona
0,0.8,15,2007,25110,PXC,Guissona,VOX,Lleida
0,4.67,838,2019,8298,VECPODEM-ECG,Vic,Others,Barcelona
2,34.26,110,2019,25194,ERC-AM,Sant Ramon,ERC,Lleida
0,4.45,44,2007,17110,E-ICV-EPM,Mont-ras,Podem,Girona
3,44.29,186,2003,17002,CIU,Aiguaviva,CIU,Girona
0,1.59,2,2007,43058,PP,Figuera,PP,Tarragona
4,21.06,1007,2007,8074,ICV-EUIA-EPM,Cubelles,Podem,Barcelona
3,45.45,85,2015,25056,IxB - AM,Bovera,ERC,Lleida
3,27.24,441,2015,43903,CiU,Camarles,CIU,Tarragona
5,73.94,122,2003,25166,CIU,Pinell de Solsonès,CIU,Lleida
1,8.89,404,2007,17180,ECS-EPM,Santa Coloma de Farners,Others,Girona
1,6.35,1052,2015,8102,DI-E,Igualada,Others,Barcelona
0,4.39,303,2015,8112,PP,Manlleu,PP,Barcelona
3,19.11,890,2003,8072,CIU,Corbera de Llobregat,CIU,Barcelona
0,3.16,3,2007,8253,PSC-PM,Santa Maria de Besora,PSC,Barcelona
5,87.88,87,2011,8050,CiU,Castellar del Riu,CIU,Barcelona
1,17.27,96,2003,25101,ERC-AM,Granadella,ERC,Lleida
2,24.08,59,2003,8129,CIU,Muntanyola,CIU,Barcelona
7,53.57,577,2011,8122,PSC-PM,Mediona,PSC,Barcelona
1,9.4,280,2011,8167,PxC,Polinyà,Others,Barcelona
2,44.76,64,2007,43045,CIU,Colldejou,CIU,Tarragona
1,6.85,170,2015,43093,PP,Móra d'Ebre,PP,Tarragona
0,5.37,159,2011,8192,PP,Santpedor,PP,Barcelona
4,32.12,580,2007,17193,IDS-PM,Sils,PSC,Girona
1,17.83,156,2003,17148,CIU,Riudarenes,CIU,Girona
0,0,0,2015,8252,C's,Barberà del Vallès,Ciutadans,Barcelona
0,2.52,751,2019,8169,CUP EL PRAT-AMU,Prat de Llobregat,ERC,Barcelona
1,9.26,370,2019,8300,Cs,Viladecavalls,Ciutadans,Barcelona
0,37.89,61,2007,25055,IB-AM,Biosca,ERC,Lleida
5,52.3,318,2019,25043,ERC-AM,Vall de Boí,ERC,Lleida
2,5,37786,2019,8019,PP,Barcelona,PP,Barcelona
7,92.96,383,2015,25093,CiU,Fondarella,CIU,Lleida
3,62.12,82,2015,25124,CiU,Lladurs,CIU,Lleida
6,45.67,760,2003,17083,CIU,Hostalric,CIU,Girona
1,8.64,181,2007,8264,PP,Sant Vicenç de Montalt,PP,Barcelona
0,4.91,125,2015,43907,ERC-AM,Canonja,ERC,Tarragona
1,8.78,517,2015,43901,PP,Deltebre,PP,Tarragona
0,3.73,18,2015,8154,PSC-CP,Pacs del Penedès,PSC,Barcelona
1,5.24,538,2019,43037,ECPCalafell-ECG,Calafell,Others,Tarragona
1,8.05,142,2011,8053,G.I.P.C.V.,Castellbell i el Vilar,Others,Barcelona
6,49.31,903,2019,8117,CP,Masies de Voltregà,PSC,Barcelona
11,92.03,1282,2019,8233,EPS - AM,Sant Pere de Torelló,ERC,Barcelona
5,56.21,95,2019,17144,ERC-AM,Regencós,ERC,Girona
3,23.47,669,2007,8213,ESQUERRA-AM,Sant Fruitós de Bages,ERC,Barcelona
0,0.59,10,2019,8905,PP,Palma de Cervelló,PP,Barcelona
1,12.67,64,2019,43007,ERC-AM,Aleixar,ERC,Tarragona
0,2.99,209,2015,8086,ApLF,Franqueses del Vallès,Others,Barcelona
5,70.45,62,2019,17154,CP,Sales de Llierca,PSC,Girona
5,74.21,118,2019,8903,Cerdanyola-AM,Sant Julià de Cerdanyola,ERC,Barcelona
7,85.71,132,2019,17153,SR,Rupià,Others,Girona
1,42.64,58,2019,43101,JxCAT - JUNTS,Passanant i Belltall,JxC,Tarragona
1,11.87,379,2019,8264,PRIMÀRIES,Sant Vicenç de Montalt,Others,Barcelona
1,13.85,41,2011,25191,ERC-AM,Sanaüja,ERC,Lleida
2,45.05,41,2011,8253,ISMB - AM,Santa Maria de Besora,ERC,Barcelona
3,32.88,195,2011,43026,PM,Benissanet,Others,Tarragona
9,73.27,1494,2011,17137,IdP - AM,Porqueres,ERC,Girona
1,13.74,25,2007,8078,PM,Espunyola,Others,Barcelona
2,8.15,5968,2007,8187,ES-CAV,Sabadell,Others,Barcelona
3,27.96,505,2007,17193,CIU,Sils,CIU,Girona
1,6.45,498,2003,8022,PP,Berga,PP,Barcelona
4,36.55,212,2007,17012,PSC-PM,Avinyonet de Puigventós,PSC,Girona
3,10.78,3080,2019,8266,GuanyemC-AMUNT,Cerdanyola del Vallès,ERC,Barcelona
0,1.53,3,2007,43130,PP,Rocafort de Queralt,PP,Tarragona
3,27.16,409,2003,8905,EP-PSC-PM,Palma de Cervelló,PSC,Barcelona
1,8.22,431,2011,8302,PP,Vilanova del Camí,PP,Barcelona
5,22.31,2771,2019,8051,ERC-AM,Castellar del Vallès,ERC,Barcelona
3,16.71,933,2003,43153,ERC-AM,Torredembarra,ERC,Tarragona
1,19.01,108,2011,43025,CiU,Benifallet,CIU,Tarragona
1,17.94,61,2007,25037,PP,Avellanes i Santa Linya,PP,Lleida
1,27.92,43,2011,25175,AMxPRATS-AM,Prats i Sansor,ERC,Lleida
4,58.53,72,2019,43069,IpG - AM,Gratallops,ERC,Tarragona
0,4.19,55,2003,8261,PP,Santa Susanna,PP,Barcelona
1,7.37,109,2007,43100,PP,Pallaresos,PP,Tarragona
1,19.46,80,2007,43076,IPM-FIC,Marçà,Podem,Tarragona
5,25.21,1103,2015,8181,PSC-CP,Roca del Vallès,PSC,Barcelona
1,6.92,593,2011,8076,PxC,Esparreguera,Others,Barcelona
1,8.08,485,2003,8240,PP,Sant Sadurní d'Anoia,PP,Barcelona
1,17.44,49,2007,8129,PSC-PM,Muntanyola,PSC,Barcelona
4,45.77,390,2003,8149,CIU,Olost,CIU,Barcelona
3,28.08,358,2003,43050,PP,Creixell,PP,Tarragona
6,51.67,834,2015,8171,ERC-AM,Prats de Lluçanès,ERC,Barcelona
3,26.4,420,2003,8069,GIC-EPM,Collbató,Podem,Barcelona
1,10.63,179,2015,8017,CiU,Balenyà,CIU,Barcelona
6,48.04,1069,2007,43904,ESQUERRA-AM,Aldea,ERC,Tarragona
0,0,0,2015,8087,EB,Gallifa,Others,Barcelona
7,30.28,3844,2007,43163,CIU,Vendrell,CIU,Tarragona
4,54.31,290,2015,25062,IxC-AM,Camarasa,ERC,Lleida
0,1.09,626,2019,43148,PACMA,Tarragona,PACMA,Tarragona
2,10.54,1074,2011,8172,CP-P.ACTIU,Premià de Mar,Others,Barcelona
3,28.35,446,2007,43139,CPS-FIC,Santa Coloma de Queralt,Podem,Tarragona
7,44.2,1418,2019,43013,ERC-AM,Ametlla de Mar,ERC,Tarragona
2,25.45,157,2011,17140,PORT-AM,Port de la Selva,ERC,Girona
2,17,94,2011,17901,PM,"Cruïlles, Monells i Sant Sadurní de l'Heura",Others,Girona
4,48.17,513,2011,25149,PSC-PM,Oliana,PSC,Lleida
1,19.79,96,2003,43124,PP,Riba,PP,Tarragona
1,9.61,628,2019,8009,PP,Argentona,PP,Barcelona
0,4.99,221,2015,8135,CiU,Montmeló,CIU,Barcelona
0,1.95,21,2011,43024,C's,Bellvei,Ciutadans,Tarragona
1,48.42,46,2007,43158,ERC-AM,Vallclara,ERC,Tarragona
5,32.6,784,2011,8010,CiU,Artés,CIU,Barcelona
1,7.35,364,2015,17180,MOVIMENT D'ESQ,Santa Coloma de Farners,Others,Girona
4,43.19,257,2019,43036,JUNTS,Cabra del Camp,JxC,Tarragona
6,39.9,1307,2011,8023,CiU,Bigues i Riells del Fai,CIU,Barcelona
1,5.36,542,2015,8260,PCCA,Santa Perpètua de Mogoda,Others,Barcelona
0,1.31,321,2011,8307,CVnG,Vilanova i la Geltrú,Others,Barcelona
3,40.63,143,2011,25125,ILL-PM,Llardecans,PSC,Lleida
4,48.63,124,2007,25126,ILL-PM,Llavorsí,PSC,Lleida
8,39.33,2197,2007,25137,PSC-PM,Mollerussa,PSC,Lleida
9,44.16,2429,2011,8284,CiU,Tordera,CIU,Barcelona
1,5.69,1040,2019,8305,Cs,Vilafranca del Penedès,Ciutadans,Barcelona
0,1.43,117,2015,17160,TUG,Sant Feliu de Guíxols,Others,Girona
1,10.73,187,2015,8182,CiU,Pont de Vilomara i Rocafort,CIU,Barcelona
1,11.85,208,2011,17146,PSC-PM,Riells i Viabrea,PSC,Girona
5,44.85,509,2015,17086,CiU,Jonquera,CIU,Girona
2,16.8,623,2007,8120,ESQUERRA-AM,Matadepera,ERC,Barcelona
1,15.76,55,2003,8178,PSC-PM,Rajadell,PSC,Barcelona
